lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sTargetValue	sEquation	sDescription	sRemark	-1	code versie 5.09.00.00	code versie 5.09.00.01	code versie 5.09.00.02	code versie 5.09.00.03	v00-v01	v00-v02	v00-v03	derivNames	short_derivName	Duflow																																																		
"=IF(COUNTBLANK(A1542)<1,ROW()-2,-1)"	0	0	0	0	_wPExchDetMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_detritus_from_epilimnion_to_marsh	-	-1	_wPExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDetWEpi_ - _oPDetWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDetWEpi_ - _oPDetWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDetWEpi_ - _oPDetWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDetWEpi_ - _oPDetWM_) _ELSE_ 0.0 _ENDIF_	=$M1541=N1541	=$M1541=O1541	=$M1541=P1541	_wPExDtME_	wPExDtME	wPExDtME																																																		
"=IF(COUNTBLANK(A1543)<1,ROW()-2,-1)"	0	0	0	0	_wNExchDetMEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_N_in_detritus_from_epilimnion_to_marsh	-	-1	_wNExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDetWEpi_ - _oNDetWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDetWEpi_ - _oNDetWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDetWEpi_ - _oNDetWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDetWEpi_ - _oNDetWM_) _ELSE_ 0.0 _ENDIF_	=$M1542=N1542	=$M1542=O1542	=$M1542=P1542	_wNExDtME_	wNExDtME	wNExDtME																																																		
"=IF(COUNTBLANK(A1544)<1,ROW()-2,-1)"	0	0	0	0	_wSiExchDetMEpi_	_gSi_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_Si_in_detritus_from_epilimnion_to_marsh	-	-1	_wSiExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oSiDetWEpi_ - _oSiDetWM_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oSiDetWEpi_ - _oSiDetWM_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oSiDetWEpi_ - _oSiDetWM_) _ELSE_ 0.0 _ENDIF_	_wSiExchDetMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oSiDetWEpi_ - _oSiDetWM_) _ELSE_ 0.0 _ENDIF_	=$M1543=N1543	=$M1543=O1543	=$M1543=P1543	_wSiExtME_	wSiExtME	wSiExtME																																																		
"=IF(COUNTBLANK(A1545)<1,ROW()-2,-1)"	0	0	0	0	_wDExchDiatMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_diatoms_from_epilimnion_to_marsh	-	-1	_wDExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDDiatWEpi_ - _oDDiatWM_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDDiatWEpi_ - _oDDiatWM_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDDiatWEpi_ - _oDDiatWM_) _ELSE_ 0.0 _ENDIF_	_wDExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDDiatWEpi_ - _oDDiatWM_) _ELSE_ 0.0 _ENDIF_	=$M1544=N1544	=$M1544=O1544	=$M1544=P1544	_wDExDiME_	wDExDiME	wDExDiME																																																		
"=IF(COUNTBLANK(A1546)<1,ROW()-2,-1)"	0	0	0	0	_wPExchDiatMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_diatoms_from_epilimnion_to_marsh	-	-1	_wPExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDiatWEpi_ - _oPDiatWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDiatWEpi_ - _oPDiatWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDiatWEpi_ - _oPDiatWM_) _ELSE_ 0.0 _ENDIF_	_wPExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPDiatWEpi_ - _oPDiatWM_) _ELSE_ 0.0 _ENDIF_	=$M1545=N1545	=$M1545=O1545	=$M1545=P1545	_wPExDiME_	wPExDiME	wPExDiME																																																		
"=IF(COUNTBLANK(A1547)<1,ROW()-2,-1)"	0	0	0	0	_wNExchDiatMEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_N_in_diatoms_from_epilimnion_to_marsh	-	-1	_wNExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDiatWEpi_ - _oNDiatWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDiatWEpi_ - _oNDiatWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDiatWEpi_ - _oNDiatWM_) _ELSE_ 0.0 _ENDIF_	_wNExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNDiatWEpi_ - _oNDiatWM_) _ELSE_ 0.0 _ENDIF_	=$M1546=N1546	=$M1546=O1546	=$M1546=P1546	_wNExDiME_	wNExDiME	wNExDiME																																																		
"=IF(COUNTBLANK(A1548)<1,ROW()-2,-1)"	0	0	0	0	_wSiExchDiatMEpi_	_gSi_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_Si_in_diatoms_from_epilimnion_to_marsh	-	-1	_wSiExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _cSiDDiat_ * _wDExchDiatMEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _cSiDDiat_ * _wDExchDiatMEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _cSiDDiat_ * _wDExchDiatMEpi_ _ELSE_ 0.0 _ENDIF_	_wSiExchDiatMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _cSiDDiat_ * _wDExchDiatMEpi_ _ELSE_ 0.0 _ENDIF_	=$M1547=N1547	=$M1547=O1547	=$M1547=P1547	_wSiExiME_	wSiExiME	wSiExiME																																																		
"=IF(COUNTBLANK(A1549)<1,ROW()-2,-1)"	0	0	0	0	_wDExchGrenMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_green_algae_from_epilimnion_to_marsh	-	-1	_wDExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDGrenWEpi_ - _oDGrenWM_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDGrenWEpi_ - _oDGrenWM_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDGrenWEpi_ - _oDGrenWM_) _ELSE_ 0.0 _ENDIF_	_wDExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDGrenWEpi_ - _oDGrenWM_) _ELSE_ 0.0 _ENDIF_	=$M1548=N1548	=$M1548=O1548	=$M1548=P1548	_wDEGrnME_	wDEGrnME	wDEGrnME																																																		
"=IF(COUNTBLANK(A1550)<1,ROW()-2,-1)"	0	0	0	0	_wPExchGrenMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_green_algae_from_epilimnion_to_marsh	-	-1	_wPExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPGrenWEpi_ - _oPGrenWM_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPGrenWEpi_ - _oPGrenWM_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPGrenWEpi_ - _oPGrenWM_) _ELSE_ 0.0 _ENDIF_	_wPExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPGrenWEpi_ - _oPGrenWM_) _ELSE_ 0.0 _ENDIF_	=$M1549=N1549	=$M1549=O1549	=$M1549=P1549	_wPEGrnME_	wPEGrnME	wPEGrnME																																																		
"=IF(COUNTBLANK(A1551)<1,ROW()-2,-1)"	0	0	0	0	_wNExchGrenMEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_N_in_green_algae_from_epilimnion_to_marsh	-	-1	_wNExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNGrenWEpi_ - _oNGrenWM_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNGrenWEpi_ - _oNGrenWM_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNGrenWEpi_ - _oNGrenWM_) _ELSE_ 0.0 _ENDIF_	_wNExchGrenMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNGrenWEpi_ - _oNGrenWM_) _ELSE_ 0.0 _ENDIF_	=$M1550=N1550	=$M1550=O1550	=$M1550=P1550	_wNEGrnME_	wNEGrnME	wNEGrnME																																																		
"=IF(COUNTBLANK(A1552)<1,ROW()-2,-1)"	0	0	0	0	_wDExchBlueMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_blue_greens_from_epilimnion_to_marsh	-	-1	_wDExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDBlueWEpi_ - _oDBlueWM_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDBlueWEpi_ - _oDBlueWM_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDBlueWEpi_ - _oDBlueWM_) _ELSE_ 0.0 _ENDIF_	_wDExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDBlueWEpi_ - _oDBlueWM_) _ELSE_ 0.0 _ENDIF_	=$M1551=N1551	=$M1551=O1551	=$M1551=P1551	_wDEBleME_	wDEBleME	wDEBleME																																																		
"=IF(COUNTBLANK(A1553)<1,ROW()-2,-1)"	0	0	0	0	_wPExchBlueMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_blue_greens_from_epilimnion_to_marsh	-	-1	_wPExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPBlueWEpi_ - _oPBlueWM_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPBlueWEpi_ - _oPBlueWM_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPBlueWEpi_ - _oPBlueWM_) _ELSE_ 0.0 _ENDIF_	_wPExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPBlueWEpi_ - _oPBlueWM_) _ELSE_ 0.0 _ENDIF_	=$M1552=N1552	=$M1552=O1552	=$M1552=P1552	_wPEBleME_	wPEBleME	wPEBleME																																																		
"=IF(COUNTBLANK(A1554)<1,ROW()-2,-1)"	0	0	0	0	_wNExchBlueMEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_N_in_blue_greens_from_epilimnion_to_marsh	-	-1	_wNExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNBlueWEpi_ - _oNBlueWM_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNBlueWEpi_ - _oNBlueWM_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNBlueWEpi_ - _oNBlueWM_) _ELSE_ 0.0 _ENDIF_	_wNExchBlueMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNBlueWEpi_ - _oNBlueWM_) _ELSE_ 0.0 _ENDIF_	=$M1553=N1553	=$M1553=O1553	=$M1553=P1553	_wNEBleME_	wNEBleME	wNEBleME																																																		
"=IF(COUNTBLANK(A1555)<1,ROW()-2,-1)"	0	0	0	0	_wDExchZooMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_zooplankton_from_epilimnion_to_marsh	-	-1	_wDExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDZooEpi_ - _oDZooM_) _ELSE_ 0.0 _ENDIF_	_wDExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDZooEpi_ - _oDZooM_) _ELSE_ 0.0 _ENDIF_	_wDExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDZooEpi_ - _oDZooM_) _ELSE_ 0.0 _ENDIF_	_wDExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDZooEpi_ - _oDZooM_) _ELSE_ 0.0 _ENDIF_	=$M1554=N1554	=$M1554=O1554	=$M1554=P1554	_wDExZoME_	wDExZoME	wDExZoME																																																		
"=IF(COUNTBLANK(A1556)<1,ROW()-2,-1)"	0	0	0	0	_wPExchZooMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_zooplankton_from_epilimnion_to_marsh	-	-1	_wPExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPZooEpi_ - _oPZooM_) _ELSE_ 0.0 _ENDIF_	_wPExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPZooEpi_ - _oPZooM_) _ELSE_ 0.0 _ENDIF_	_wPExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPZooEpi_ - _oPZooM_) _ELSE_ 0.0 _ENDIF_	_wPExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oPZooEpi_ - _oPZooM_) _ELSE_ 0.0 _ENDIF_	=$M1555=N1555	=$M1555=O1555	=$M1555=P1555	_wPExZoME_	wPExZoME	wPExZoME																																																		
"=IF(COUNTBLANK(A1557)<1,ROW()-2,-1)"	0	0	0	0	_wNExchZooMEpi_	_gN_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_N_in_zooplankton_from_epilimnion_to_marsh	-	-1	_wNExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNZooEpi_ - _oNZooM_) _ELSE_ 0.0 _ENDIF_	_wNExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNZooEpi_ - _oNZooM_) _ELSE_ 0.0 _ENDIF_	_wNExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNZooEpi_ - _oNZooM_) _ELSE_ 0.0 _ENDIF_	_wNExchZooMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oNZooEpi_ - _oNZooM_) _ELSE_ 0.0 _ENDIF_	=$M1556=N1556	=$M1556=O1556	=$M1556=P1556	_wNExZoME_	wNExZoME	wNExZoME																																																		
"=IF(COUNTBLANK(A1558)<1,ROW()-2,-1)"	0	0	0	0	_wDExchIMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_IM_from_marsh_to_epilimnion	-	-1	_wDExchIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	=$M1557=N1557	=$M1557=O1557	=$M1557=P1557	_wDExIME_	wDExIME	wDExIME																																																		
"=IF(COUNTBLANK(A1559)<1,ROW()-2,-1)"	0	0	0	0	_wPExchPO4Epi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_PO4_from_marsh_to_epilimnion	-	-1	_wPExchPO4Epi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPO4WEpi_ - _oPO4WM_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4Epi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPO4WEpi_ - _oPO4WM_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4Epi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPO4WEpi_ - _oPO4WM_) _ELSE_ 0.0 _ENDIF_	_wPExchPO4Epi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPO4WEpi_ - _oPO4WM_) _ELSE_ 0.0 _ENDIF_	=$M1558=N1558	=$M1558=O1558	=$M1558=P1558	_wPExPO4E_	wPExPO4E	wPExPO4E																																																		
"=IF(COUNTBLANK(A1560)<1,ROW()-2,-1)"	0	0	0	0	_wPExchAIMEpi_	_gP_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_P_in_AIM_from_marsh_to_epilimnion	-	-1	_wPExchAIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPAIMWEpi_ - _oPAIMWM_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPAIMWEpi_ - _oPAIMWM_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPAIMWEpi_ - _oPAIMWM_) _ELSE_ 0.0 _ENDIF_	_wPExchAIMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchLEpi_ *(_oPAIMWEpi_ - _oPAIMWM_) _ELSE_ 0.0 _ENDIF_	=$M1559=N1559	=$M1559=O1559	=$M1559=P1559	_wPExAIME_	wPExAIME	wPExAIME																																																		
