lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1	Open water	shortName	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	Duflow		
115	0	0	0	0	_cExtSpDet_	_m_^2*_gDW_^-1	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	Parameter	Light	-1	Specific_extinction_detritus	cExtSpDe	0	0	0	0	0	1	PARM		
116	0	0	0	0	_cExtSpIM_	_m_^2*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Parameter	Light	-1	Specific_extinction_inert_matter	cExtSpIM	0	0	0	0	0	1	PARM		
117	0	0	0	0	_fDTotS0_	_gDW_*_gDW_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_dry-weight_fraction_in_sediment	fDTotS0	0	0	0	0	0	1	PARM		
118	0	0	0	0	_fDOrgS0_	_gDW_*_gDW_^-1	0	0	0.08	0.08	0.08	0.08	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_organic_fraction_of_sediment_DW	fDOrgS0	0	0	0	0	0	1	PARM		
119	0	0	0	0	_fDDetS0_	_gDW_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_detritus_fraction_of_sediment_organic_matter	fDDeS0	0	0	0	0	0	1	PARM		
120	0	0	0	0	_fSedPhyt0_	_gDWDiat_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Fraction_diatoms_DW_on_lake_sediment	fSedP0	0	0	0	0	0	1	PARM		
121	0	0	0	0	_fPInorgS0_	_gP_*_gDW_^-1	0	0	0.0005	0.0005	0.0005	0.0005	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_inorg_P_fraction_in_sed	fPInogS0	0	0	0	0	0	1	PARM		
122	0	0	0	0	_fPAdsS0_	0	0	0	0.99	0.99	0.99	0.99	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_adsorbed_fraction_of_inorg_P_in_sed	fPAdsS0	0	0	0	0	0	1	PARM		
123	0	0	0	0	_cPDDet0_	_gP_*_gDW_^-1	0	0	0.0025	0.0025	0.0025	0.0025	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_detritus	cPDDe0	0	0	0	0	0	1	PARM		
124	0	0	0	0	_cNDDet0_	_gN_*_gDW_^-1	0	0	0.025	0.025	0.025	0.025	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_detritus	cNDDe0	0	0	0	0	0	1	PARM		
125	0	0	0	0	_cSiDDet0_	_gSi_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_Si_fraction_in_detritus_Tentative	cSiDDe0	0	0	0	0	0	1	PARM		
126	0	0	0	0	_cPDHum0_	_gP_*_gDW_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_humus	cPDHum0	0	0	0	0	0	1	PARM		
127	0	0	0	0	_cNDHum0_	_gN_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_humus	cNDHum0	0	0	0	0	0	1	PARM		
128	0	0	0	0	_cPDPhyt0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_algae	cPDP0	0	0	0	0	0	1	PARM		
129	0	0	0	0	_cNDPhyt0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_algae	cNDP0	0	0	0	0	0	1	PARM		
130	0	0	0	0	_cPDDiat0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_diatoms	cPDDi0	0	0	0	0	0	1	PARM		
131	0	0	0	0	_cNDDiat0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_diatoms	cNDDi0	0	0	0	0	0	1	PARM		
132	0	0	0	0	_cPDGren0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_green_algae	cPDGren0	0	0	0	0	0	1	PARM		
133	0	0	0	0	_cNDGren0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_green_algae	cNDGren0	0	0	0	0	0	1	PARM		
134	0	0	0	0	_cPDBlue0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_blue-green_algae	cPDBlue0	0	0	0	0	0	1	PARM		
135	0	0	0	0	_cNDBlue0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_blue-green_algae	cNDBlue0	0	0	0	0	0	1	PARM		
136	0	0	0	0	_cPDVeg0_	_gP_*_gDW_^-1	0	0	0.002	0.002	0.002	0.002	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_P_fraction_in_veg	cPDV0	0	0	0	0	0	1	PARM		
137	0	0	0	0	_cNDVeg0_	_gN_*_gDW_^-1	0	0	0.02	0.02	0.02	0.02	TRUE	TRUE	TRUE	Initial_values	initialisation	-1	Initial_N_fraction_in_veg	cNDV0	0	0	0	0	0	1	PARM		
138	0	0	0	0	_cSiDDiat_	_gSi_*_gDW_^-1	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	Initial_values	Diatoms	-1	Si/DW_ratio_of_diatoms	cSiDDi	0	0	0	0	0	1	PARM		
139	0	0	0	0	_cPDZooRef_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	Zooplankton	-1	Reference_P/C-ratio_herb_zooplankton	cPDZoRef	0	0	0	0	0	1	PARM		
140	0	0	0	0	_cNDZooRef_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Initial_values	Zooplankton	-1	Reference_N/C-ratio_herb_zooplankton	cNDZoRef	0	0	0	0	0	1	PARM		
141	0	0	0	0	_cPDBentRef_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Initial_values	Zoobenthos	-1	Reference_P/C_ratio_of_zoobenthos	cPDenRef	0	0	0	0	0	1	PARM		
142	0	0	0	0	_cNDBentRef_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Initial_values	Zoobenthos	-1	Reference_N/C_ratio_of_zoobenthos	cNDenRef	0	0	0	0	0	1	PARM		
143	0	0	0	0	_cPDFishRef_	_gP_*_gDW_^-1	0	0	0.022	0.022	0.022	0.022	TRUE	TRUE	TRUE	Initial_values	Fish	-1	Reference_P/C_ratio_of_Fish	cPDisRef	0	0	0	0	0	1	PARM		
144	0	0	0	0	_cNDFishRef_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	Fish	-1	Reference_N/C_ratio_of_Fish	cNDisRef	0	0	0	0	0	1	PARM		
145	0	0	0	0	_cPDPisc_	_gP_*_gDW_^-1	0	0	0.022	0.022	0.022	0.022	TRUE	TRUE	TRUE	Initial_values	Fish	-1	Reference_P/C_ratio_of_Pi_sc	cPDPisc	0	0	0	0	0	1	PARM		
146	0	0	0	0	_cNDPisc_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Initial_values	Fish	-1	Reference_N/C_ratio_of_Pi_sc	cNDPisc	0	0	0	0	0	1	PARM		
147	0	0	0	0	_cQInEpi_	_mm_*_d_^-1	0	0	20	20	20	20	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Standard_water_inflow_if_not_measured	cQIn	0	0	0	0	0	0	dummy		
148	0	0	0	0	_cQInSum_	_mm_*_d_^-1	0	0	20	20	20	20	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Summer_water_inflow_if_not_measured	cQInSum	0	0	0	0	0	0	dummy		
149	0	0	0	0	_cQInWin_	_mm_*_d_^-1	0	0	20	20	20	20	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Winter_water_inflow_if_not_measured	cQInWin	0	0	0	0	0	0	dummy		
150	0	0	0	0	_cMixDepth_	_m_	0	0	1.5	1.5	4.5	4.5	TRUE	FALSE	FALSE	Input_factor	Forcing	-1	Mixing_depth_between_epilimnion_and_hypolymnion_if_not_measured	cMixD	0	0	0	0	0	0	dummy		
151	0	0	0	0	_cMaxWOut_	_d_^-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Maximum_water_outflow_rate_in_case_maximum_water_depth_is_reached	cMxWOut	0	0	0	0	0	0	dummy		
152	0	0	0	0	_cQInExtraApril1_	_mm_*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Extra_inflow_at_start_of_summer	cQIExpr1	0	0	0	0	0	0	dummy		
153	0	0	0	0	_cQInExtraOct1_	_mm_*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Extra_inflow_at_start_of_winter	cQIExct1	0	0	0	0	0	0	dummy		
154	0	0	0	0	_cQOutExtraApril1_	_mm_*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Extra_outflow_at_start_of_summer	cQOtEpr1	0	0	0	0	0	0	dummy		
155	0	0	0	0	_cQOutExtraOct1_	_mm_*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Extra_outflow_at_start_of_winter	cQOtEct1	0	0	0	0	0	0	dummy		
156	0	0	0	0	_cQEvAve_	_mm_*_d_^-1	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Standard_average_evaporation	cQEvAve	0	0	0	0	0	0	dummy		
157	0	0	0	0	_cQEvVar_	_mm_*_d_^-1	0	0	1.3	1.3	1.3	1.3	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Standard_variation_in_evaporation	cQEvVar	0	0	0	0	0	0	dummy		
158	0	0	0	0	_cPLoad_	_gP_*_m_^-2*_d_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Standard_P_loading_if_not_measured	cPLoad	0	0	0	0	0	0	dummy		
159	0	0	0	0	_cPLoadSum_	_gP_*_m_^-2*_d_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Summer_P_loading_if_not_measured	cPLoaSum	0	0	0	0	0	0	dummy		
160	0	0	0	0	_cPLoadWin_	_gP_*_m_^-2*_d_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Winter_P_loading_if_not_measured	cPLoaWin	0	0	0	0	0	0	dummy		
161	0	0	0	0	_fPO4In_	0	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Fraction_PO4_in_input_(if_PO4_input_not_measured)	fPO4In	0	0	0	0	0	0	dummy		
162	0	0	0	0	_fPhytInWin_	0	0	0	0.02	0.02	0.02	0.02	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Minimum_algal_fraction_in_organic_P_input	fPInWin	0	0	0	0	0	0	dummy		
163	0	0	0	0	_fPhytInSum_	0	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Maximum_algal_fraction_in_organic_P_input	fPInSum	0	0	0	0	0	0	dummy		
164	0	0	0	0	_fDiatPhytIn_	0	0	0	0.33	0.33	0.33	0.33	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Diatoms_fraction_of_algal_input	fDiPIn	0	0	0	0	0	0	dummy		
165	0	0	0	0	_fGrenPhytIn_	0	0	0	0.34	0.34	0.34	0.34	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Greens_fraction_of_algal_input	fGrenPIn	0	0	0	0	0	0	dummy		
166	0	0	0	0	_fBluePhytIn_	0	0	0	0.33	0.33	0.33	0.33	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Blue-greens_fraction_of_algal_input	fBluEn	0	0	0	0	0	0	dummy		
167	0	0	0	0	_cNLoad_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Standard_N_loading	cNLoad	0	0	0	0	0	0	dummy		
168	0	0	0	0	_cNLoadSum_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Summer_N_loading	cNLoaSum	0	0	0	0	0	0	dummy		
169	0	0	0	0	_cNLoadWin_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Winter_N_loading	cNLoaWin	0	0	0	0	0	0	dummy		
170	0	0	0	0	_cNPLoadMeas_	_gN_*_gP_^-1	0	0	10	10	10	10	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_loading_if_P_is_measured_and_N_not	cNPoaeas	0	0	0	0	0	0	dummy		
171	0	0	0	0	_cNPPhytIn_	_gP_*_gDW_^-1	0	0	7	7	7	7	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_algal_input	cNPPIn	0	0	0	0	0	0	dummy		
172	0	0	0	0	_cNPDetIn_	_gP_*_gDW_^-1	0	0	7	7	7	7	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input	cNPDeIn	0	0	0	0	0	0	dummy		
173	0	0	0	0	_fNH4DissIn_	0	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_fraction_of_dissolved_N_load_(if_NH4_not_measured)	fNHDisIn	0	0	0	0	0	0	dummy		
174	0	0	0	0	_cNDPhytIn_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/day_ratio_of_algal_input	cNDPIn	0	0	0	0	0	0	dummy		
175	0	0	0	0	_cNDDetIn_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input	cNDDeIn	0	0	0	0	0	0	dummy		
176	0	0	0	0	_cDIMIn_	_gDW_*_m_^-3	0	0	5	5	5	5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	IM_conc_in_inflow	cDIMn	0	0	0	0	0	0	dummy		
177	0	0	0	0	_cO2In_	_gO2_*_m_^-3	0	0	5	5	5	5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	O2_conc_in_inflow	cO2In	0	0	0	0	0	0	dummy		
178	0	0	0	0	_cSiO2In_	_gSi_*_m_^-3	0	0	3	3	3	3	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	SiO2_conc_in_inflow	cSiO2In	0	0	0	0	0	0	dummy		
179	0	0	0	0	_cSiDDetIn_	_gSi_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Si_content_of_sediment_detritus	cSiDDeIn	0	0	0	0	0	0	dummy		
180	0	0	0	0	_cDZooIn_	_gDW_*_m_^-3	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Zoopl_conc_in_inflowing_water	cDZooIn	0	0	0	0	0	0	dummy		
181	0	0	0	0	_cDayApril1_	_d_	0	0	91	91	91	91	TRUE	TRUE	TRUE	Input_factor	General	-1	April_1	cDayApr1	0	0	0	0	0	0	PARM		
182	0	0	0	0	_cDayOct1_	_d_	0	0	273	273	273	273	TRUE	TRUE	TRUE	Input_factor	General	-1	October_1	cDayOct1	0	0	0	0	0	0	PARM		
183	0	0	0	0	_cLengChange_	_d_	0	0	10	10	10	10	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Length_of_season_change	cLegCnge	0	0	0	0	0	0	PARM		
184	0	0	0	0	_cNLoadS_	_gN_*_m_^-2*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N_fertilizer_to_sediment	cNLoadS	0	0	0	0	0	0	PARM		
185	0	0	0	0	_fNH4LoadS_	0	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_fraction_of_N_fertilizer_to_sediment	fNH4LadS	0	0	0	0	0	0	PARM		
186	0	0	0	0	_cDErosTot_	_gDW_*_m_^-2*_d_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Erosion_input_(tentative)	cDEroTot	0	0	0	0	0	0	PARM		
187	0	0	0	0	_fSedErosIM_	0	0	0	0.95	0.95	0.95	0.95	TRUE	TRUE	TRUE	Input_factor	Sedimentation	-1	Instantly_sedimenting_fraction_of_IM	fSeErsIM	0	0	0	0	0	0	PARM		
188	0	0	0	0	_fHypErosIM_	0	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Sedimentation	-1	Fraction_of_IM_from_banks_to_hypolymnion	fHErosIM	0	0	0	0	0	0	PARM		
189	0	0	0	0	_fDOrgSoil_	0	0	0	0.165	0.165	0.165	0.165	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	Fraction_soil_organic_matter	fDOrgoil	0	0	0	0	0	0	PARM		
190	0	0	0	0	_cPDSoilOM_	_gP_*_gDW_^-1	0	0	0.001	0.001	0.001	0.001	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	P/day_ratio_of_soil_organic_matter	cPDSolOM	0	0	0	0	0	0	PARM		
191	0	0	0	0	_cNDSoilOM_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	N/day_ratio_of_soil_organic_matter	cNDSolOM	0	0	0	0	0	0	PARM		
192	0	0	0	0	_cPO4Ground_	_gP_*_m_^-3	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	PO4_cone_in_groundwater	cPO4Gr	0	0	0	0	0	0	PARM		
193	0	0	0	0	_cNH4Ground_	_gN_*_m_^-3	0	0	1	1	1	1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_cone_in_groundwater	cNH4Gr	0	0	0	0	0	0	PARM		
194	0	0	0	0	_cNO3Ground_	_gN_*_m_^-3	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NO3_cone_in_groundwater	cNO3Gr	0	0	0	0	0	0	PARM		
195	0	0	0	0	_cDepthS_	_m_	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Sediment	-1	Sediment_depth	cDepthS	0	0	0	0	0	1	PARM		
196	0	0	0	0	_cCPerDW_	_gC_*_gDW_^-1	0	0	0.4	0.4	0.4	0.4	TRUE	TRUE	TRUE	Parameter	Sediment	-1	C_content_of_organic_matter	cCPerDW	0	0	0	0	0	1	PARM		
197	0	0	0	0	_cRhoIM_	_gDW_*_m_^-3	0	0	2500000	2500000	2500000	2500000	TRUE	TRUE	TRUE	Parameter	Sediment	-1	Density_of_sediment_IM	cRhoIM	0	0	0	0	0	1	PARM		
198	0	0	0	0	_cRhoOM_	_gDW_*_m_^-3	0	0	1400000	1400000	1400000	1400000	TRUE	TRUE	TRUE	Parameter	Sediment	-1	Density_of_sediment_detritus	cRhoOM	0	0	0	0	0	1	PARM		
199	0	0	0	0	_cTmRef_	_oC_	0	0	20	20	20	20	TRUE	TRUE	TRUE	Parameter	General	-1	Reference_temperature	cTmRef	0	0	0	0	0	1	PARM		
200	0	0	0	0	_cAerRoot_	_m_^(1.5)*_s_^(0.5)*_d_^-1	0	0	0.727	0.727	0.727	0.727	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Coefficient_for_VWind^05	cAerR	0	0	0	0	0	1	PARM		
201	0	0	0	0	_cAerLin_	_s_*_d_^-1	0	0	-0.371	-0.371	-0.371	-0.371	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Coefficient_for_VWind_(is_negative)	cAerLin	0	0	0	0	0	1	PARM		
202	0	0	0	0	_cAerSquare_	_s_^2*_m_^-1*_d^-1_	0	0	0.0376	0.0376	0.0376	0.0376	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Coefficient_for_VWind^2	cAeSqare	0	0	0	0	0	1	PARM		
203	0	0	0	0	_cThetaAer_	1^[_oC_^-1]	0	0	1.024	1.024	1.024	1.024	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)	cThetAer	0	0	0	0	0	1	PARM		
204	0	0	0	0	_kFloatAer_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Reaeration_reduction_coeff_for_floating_plant_biomass	kFloAer	0	0	0	0	0	1	PARM		
205	0	0	0	0	_kBlueSurfAer_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Reaeration_reduction_coeff_for_surface_blue	kBlSAer	0	0	0	0	0	1	PARM		
206	0	0	0	0	_cVSetIM_	_m_*_d_^-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_inert_org_matter_(10)	cVSetIM	0	0	0	0	0	1	PARM		
207	0	0	0	0	_cVSetDet_	_m_*_d_^-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_detritus	cVSetDe	0	0	0	0	0	1	PARM		
208	0	0	0	0	_cThetaSet_	1^[_oC_^-1]	0	0	1.01	1.01	1.01	1.01	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	Temp_parameter_of_sedimentation	cThetSet	0	0	0	0	0	1	PARM		
209	0	0	0	0	_cSuspMin_	0	0	0	6.1	6.1	6.1	6.1	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	Minimum_value_of_logistic_empirical_suspended_matter_function	cSuspMn	0	0	0	0	0	1	PARM		
210	0	0	0	0	_cSuspMax_	0	0	0	25.2	25.2	25.2	25.2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Maximum_value_of_logistic_empirical_suspended_matter_function	cSuspMx	0	0	0	0	0	1	PARM		
211	0	0	0	0	_cSuspSlope_	_m_	0	0	2.1	2.1	2.1	2.1	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Slope_of_logistic_empirical_suspended_matter_function	cSupSope	0	0	0	0	0	1	PARM		
212	0	0	0	0	_hDepthSusp_	_m_	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function	hDethusp	0	0	0	0	0	1	PARM		
213	0	0	0	0	_cFetchRef_	_m_	0	0	1000	1000	1000	1000	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Reference_fetch	cFetcRef	0	0	0	0	0	1	PARM		
214	0	0	0	0	_fLutumRef_	0	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Reference_lutum_fraction_(of_sandy_clay_soils)	fLutuRef	0	0	0	0	0	1	PARM		
215	0	0	0	0	_cSuspRef_	_gDW_*_m_^-2*_d_^-1	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Reference_suspended_matter_function	cSuspRef	0	0	0	0	0	1	PARM		
216	0	0	0	0	_kVegResus_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Rel_resuspension_reduction_per_g_vegetation	kVResus	0	0	0	0	0	1	PARM		
217	0	0	0	0	_kTurbFish_	_gDW_*_gDW_^-1*_d_^-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Relative_resuspension_by_adult_fish_browsing	kTurbish	0	0	0	0	0	1	PARM		
218	0	0	0	0	_kResusPhytMax_	_d_^-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Max_phytopl_resuspension	kResuPMx	0	0	0	0	0	1	PARM		
219	0	0	0	0	_cResusPhytExp_	_gDW_^-1*_m_^2*_d_^1	0	0	-0.379	-0.379	-0.379	-0.379	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	Exp_par_for_phytopl_resuspension	cReusExp	0	0	0	0	0	1	PARM		
220	0	0	0	0	_cThetaMinW_	0	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Expon_temp_constant_of_mineralization_in_water	cThetMnW	0	0	0	0	0	1	PARM		
221	0	0	0	0	_kDMinDetW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Decomposition_constant_of_detritus	kDMnDeW	0	0	0	0	0	1	PARM		
222	0	0	0	0	_hO2BOD_	_gO2_*_m_^-3	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Half-sat_oxygen_conc_for_BOD	hO2BOD	0	0	0	0	0	1	PARM		
223	0	0	0	0	_O2PerNO3_	0	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Mol_O2_formed_per_mol_NO3-_ammonified	O2PerNO3	0	0	0	0	0	1	PARM		
224	0	0	0	0	_cThetaMinS_	0	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Expon_temp_constant_of_sediment_mineralization	cThetMnS	0	0	0	0	0	1	PARM		
225	0	0	0	0	_kDMinDetS_	_d_^-1	0	0	0.002	0.002	0.002	0.002	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Decomposition_constant_of_sediment_detritus	kDMnDeS	0	0	0	0	0	1	PARM		
226	0	0	0	0	_fRefrDetS_	0	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	Refractory_fraction_of_sed_detritus	fRefrDeS	0	0	0	0	0	1	PARM		
227	0	0	0	0	_hNO3Denit_	_gN_*_m_^-3	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	Quadratic_half-sat_NO3_conc_for_denitrification	hNO3Dnit	0	0	0	0	0	1	PARM		
228	0	0	0	0	_NO3PerC_	0	0	0	0.8	0.8	0.8	0.8	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	Mol_NO3_denitrified_per_mol_C_mineralised	NO3PerC	0	0	0	0	0	1	PARM		
